coffee_id,Country_of_Origin,Farm_Name,Mill,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Certification_Body,parsed_expiration,parsed_grading_date
237,Guatemala,aprocafi,NULL,lusso coffee lab,1550,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,1,2,Specialty Coffee Association,2014,lusso lab,Bourbon,,Washed / Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,0,84.08,0.1,Bluish-Green,0,10,0,Specialty Coffee Association,2015-06-16,2014-06-16
155,Costa Rica,la chaparral,NULL,lusso coffee lab,1575,tres rios,NULL,1,1,Specialty Coffee Association,2012,lusso lab,Bourbon,,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,0,84.58,0.12,Bluish-Green,0,2,0,Specialty Coffee Association,2014-03-12,2013-03-12
1082,El Salvador,finca la fany,NULL,lusso coffee lab,1450,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",2,2,Specialty Coffee Association,2013,lusso lab,Bourbon,,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,0,80.42,0,Green,0,1,0,Specialty Coffee Association,2015-04-26,2014-04-26
31,Nicaragua,NULL,beneficio atlantic condega,NULL,NULL,NULL,NULL,275,6,Specialty Coffee Association,,nora zeas,NULL,,NULL,7.92,8.25,8,8.33,8,8.08,10,10,10,8,0,86.58,0.08,,0,2,0,Specialty Coffee Association,2011-05-18,2010-05-18
104,Mexico,kassandra,NULL,NULL,1400,mexico,Finca Kassandra,1,1,Specialty Coffee Association,2010-2011,young kim,Pacamara,,NULL,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,0,85,0,,0,0,0,Specialty Coffee Association,2012-04-05,2011-04-06
631,Mexico,kassandra,NULL,NULL,1400,mexico,Finca Kassandra,1,1,Specialty Coffee Association,2010-2011,young kim,Blue Mountain,,NULL,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08,0,82.67,0,,0,1,0,Specialty Coffee Association,2012-04-05,2011-04-06
750,El Salvador,NULL,NULL,atlantic specialty coffee,NULL,NULL,NULL,288,1,Specialty Coffee Association,2012,adam kline,Other,,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,0,82.25,0,Green,2,5,0,Specialty Coffee Association,2013-08-21,2012-08-21
624,El Salvador,NULL,NULL,atlantic specialty coffee,NULL,NULL,NULL,288,1,Specialty Coffee Association,2012,adam kline,Other,,Washed / Wet,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,0,82.67,0,None,0,17,0,Specialty Coffee Association,2013-08-17,2012-08-17
674,Guatemala,NULL,NULL,NULL,1600,huehuetenango,NULL,245,1,Specialty Coffee Association,,adam kline,NULL,,NULL,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,0,82.5,0.01,,1,14,0,Specialty Coffee Association,2011-07-23,2010-07-23
646,Guatemala,NULL,NULL,s&d coffee and tea,NULL,NULL,NULL,1,2,Specialty Coffee Association,2012,brent hall,NULL,,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,0,82.58,0,Blue-Green,0,4,0,Specialty Coffee Association,2014-12-10,2013-12-10
691,Honduras,NULL,NULL,s&d coffee and tea,NULL,NULL,NULL,1,2,Specialty Coffee Association,2012,brent hall,NULL,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,0,82.42,0.09,None,0,2,0,Specialty Coffee Association,2014-12-10,2013-12-10
1189,Costa Rica,NULL,NULL,s&d coffee and tea,NULL,san rafael,NULL,1,2,Specialty Coffee Association,2012,brent hall,Catuai,,Washed / Wet,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,0,79.17,0.1,None,5,20,0,Specialty Coffee Association,2014-12-10,2013-12-10
675,Honduras,carrillo cooperativa,cohorsil,carrillo cooperativa,1500,"comayagua, honduras",Danilo Carrillo,1,2,Specialty Coffee Association,2017,brian beck,Other,,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,0,82.42,0.12,Green,0,6,1,Specialty Coffee Association,2018-09-27,2017-09-27
825,Honduras,NULL,NULL,thrive farmers,NULL,NULL,NULL,1,2,Specialty Coffee Association,2012,rob tuttle,NULL,,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,0,81.92,0.11,Green,0,0,0,Specialty Coffee Association,2015-01-17,2014-01-17
549,Guatemala,NULL,NULL,thrive farmers,NULL,NULL,NULL,1,2,Specialty Coffee Association,2012,rob tuttle,NULL,,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,0,82.92,0.1,Green,0,4,0,Specialty Coffee Association,2014-12-27,2013-12-27
135,Costa Rica,NULL,NULL,thrive farmers,NULL,NULL,NULL,1,2,Specialty Coffee Association,2012,rob tuttle,NULL,,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,0,84.67,0,Green,1,10,0,Specialty Coffee Association,2015-01-03,2014-01-03
1178,Cote d'Ivoire,cnra station of divo,cnra station of divo,royal 1750 coffee,200,cnra station of divo,CNRA,2,1,Specialty Coffee Association,2016,rre kunene,NULL,,Washed / Wet,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,0,79.33,0.13,Bluish-Green,1,2,0,Specialty Coffee Association,2018-06-06,2017-06-06
91,Ethiopia,aricha coop,aricha coop,the specialty coffee appraisers institute of asia,1700,aricha,BNT,100,60,Specialty Coffee Association,2014,steven kil,NULL,,Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,0,85.08,0.1,Green,2,7,0,Specialty Coffee Association,2015-10-07,2014-10-07
413,Burundi,sogestal kayanza,kiriyama washing station,the specialty coffee appraisers institute of asia,1880,kayanza,NULL,220,60,Specialty Coffee Association,2012,steven kil,Bourbon,,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,0,83.33,0,,0,5,0,Specialty Coffee Association,2013-08-29,2012-08-29
240,Ethiopia,NULL,NULL,the specialty coffee appraisers institute of asia,1800,"ethiopia, sidamo",NULL,100,60,Specialty Coffee Association,2012,steven kil,Other,,Natural / Dry,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,0,84.08,0.09,,0,15,0,Specialty Coffee Association,2013-08-17,2012-08-17
1270,Indonesia,NULL,NULL,NULL,1067,indonesia,1,15,2,Specialty Coffee Association,2011,william ho,Other,,Natural / Dry,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,0,76.17,0.12,None,4,26,0,Specialty Coffee Association,2013-01-17,2012-01-18
1169,Guatemala,la igualdad,concepcion,NULL,1326,"chuva, san marcos",Federico Weller,223,69,Specialty Coffee Association,2009/2010,carl walker,NULL,,NULL,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,0,79.58,0.17,,1,19,0,Specialty Coffee Association,2012-01-13,2011-01-13
106,Guatemala,la igualdad,concepcion,NULL,1326,"chuva, san marcos",Federico Weller,275,69,Specialty Coffee Association,2009/2010,carl walker,NULL,,NULL,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,0,85,0.04,,0,1,0,Specialty Coffee Association,2011-09-07,2010-09-07
1024,Nicaragua,NULL,NULL,volcafe specialty coffee,1050,matagalpa,NULL,275,1,Specialty Coffee Association,2013,chris finch,Caturra,,Washed / Wet,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,0,80.92,0.1,Green,1,3,0,Specialty Coffee Association,2015-07-16,2014-07-16
224,Guatemala,NULL,NULL,volcafe specialty coffee,NULL,NULL,NULL,275,5,Specialty Coffee Association,2013,chris finch,NULL,,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,0,84.17,0.11,Bluish-Green,0,0,0,Specialty Coffee Association,2015-07-16,2014-07-16
823,Nicaragua,NULL,NULL,volcafe specialty coffee,NULL,NULL,NULL,275,5,Specialty Coffee Association,2013,chris finch,NULL,,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,0,81.92,0.12,Green,3,4,0,Specialty Coffee Association,2015-07-29,2014-07-29
496,Guatemala,NULL,NULL,NULL,NULL,NULL,NULL,275,69,Specialty Coffee Association,,chris finch,NULL,,NULL,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,0,83.08,0.02,,0,1,0,Specialty Coffee Association,2011-11-11,2010-11-11
882,Indonesia,NULL,NULL,volcafe specialty coffee,NULL,bener meriah,NULL,320,4,Specialty Coffee Association,2013,chris finch,Sumatra,,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,0,81.67,0.11,Bluish-Green,0,0,0,Specialty Coffee Association,2015-05-23,2014-05-23
1149,Peru,NULL,NULL,sustainable harvest,NULL,huanuco,NULL,320,5,Specialty Coffee Association,2013,dane loraas,NULL,,Washed / Wet,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,0,79.75,0.12,Green,1,2,0,Specialty Coffee Association,2015-01-23,2014-01-23
688,Peru,NULL,NULL,sustainable harvest,NULL,peru,NULL,320,5,Specialty Coffee Association,2013,dane loraas,NULL,,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,0,82.42,0,Green,0,3,0,Specialty Coffee Association,2015-01-21,2014-01-21
944,Peru,NULL,NULL,sustainable harvest,NULL,puno,NULL,280,5,Specialty Coffee Association,2013,dane loraas,NULL,,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,0,81.42,0.1,Bluish-Green,1,5,0,Specialty Coffee Association,2015-02-27,2014-02-27
645,Mexico,NULL,NULL,sustainable harvest,NULL,veracruz,Huatusco,320,5,Specialty Coffee Association,2014,dane loraas,NULL,,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,0,82.58,0,Green,0,11,0,Specialty Coffee Association,2015-04-18,2014-04-18
719,Mexico,NULL,NULL,sustainable harvest,NULL,veracruz,Huatusco,320,5,Specialty Coffee Association,2014,dane loraas,NULL,,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,0,82.33,0.11,Green,0,0,0,Specialty Coffee Association,2015-04-02,2014-04-02
61,Peru,NULL,NULL,sustainable harvest,NULL,cajamarca,NULL,280,5,Specialty Coffee Association,2013,dane loraas,NULL,,Washed / Wet,8,8,8,8.08,7.92,7.75,10,10,10,8,0,85.75,0.1,Green,4,6,0,Specialty Coffee Association,2015-01-22,2014-01-22
885,Mexico,NULL,NULL,sustainable harvest,NULL,veracruz,Huatusco,320,5,Specialty Coffee Association,2014,dane loraas,NULL,,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,0,81.67,0,Green,0,4,0,Specialty Coffee Association,2015-04-02,2014-04-02
408,Peru,NULL,NULL,sustainable harvest,NULL,NULL,NULL,280,5,Specialty Coffee Association,2013,dane loraas,NULL,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,0,83.33,0.12,Green,0,5,0,Specialty Coffee Association,2015-01-21,2014-01-21
287,Ecuador,finca el trueno,NULL,sultana del cafe inc.,800,"province of manabi, ecuador",NULL,1,5,Specialty Coffee Association,2013,garet alban,NULL,,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,0,83.83,0.09,Bluish-Green,0,0,0,Specialty Coffee Association,2014-10-04,2013-10-04
808,Brazil,café do paraíso,café do paraíso,café do paraíso,1038.5,"minas gerais, br",Café do Paraíso,1,2,Specialty Coffee Association,2012,owen carver,Mundo Novo,,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,0,82,0.11,Blue-Green,0,0,0,Specialty Coffee Association,2014-05-21,2013-05-21
226,Brazil,café do paraíso,café do paraíso,café do paraíso,1038.5,"minas gerais, br",Café do Paraíso,1,2,Specialty Coffee Association,2012,owen carver,Mundo Novo,,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,0,84.17,0.11,Green,0,3,0,Specialty Coffee Association,2014-05-20,2013-05-20
323,Colombia,NULL,NULL,olam specialty coffee,1625,huila,Agrotello Coop,100,2,Specialty Coffee Association,2014/2015,rob stephen,Caturra,,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,0,83.67,0.11,,0,4,0,Specialty Coffee Association,2015-11-21,2014-11-21
835,Costa Rica,estate la patricia,micro beneficio la cabaña-javier meza,bold coast coffee,1900,tarrazu,Manuel Montero,15,46,Specialty Coffee Association,2016,troy quimby,Catuai,,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,0,81.83,0,Green,1,4,0,Specialty Coffee Association,2018-02-13,2017-02-13
99,Costa Rica,estate la patricia,micro beneficio la cabaña-javier meza,bold coast coffee,1900,tarrazu,Manuel Montero,36,46,Specialty Coffee Association,2016,troy quimby,Catuai,,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,0,85,0.12,Green,1,1,1,Specialty Coffee Association,2018-01-30,2017-01-30
418,Costa Rica,estate la patricia,micro beneficio la cabaña-javier meza,bold coast coffee,1900,tarrazu,Manuel Montero,29,46,Specialty Coffee Association,2016,troy quimby,Catuai,,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,0,83.25,0.11,Green,0,0,0,Specialty Coffee Association,2018-01-30,2017-01-30
1273,Philippines,various,NULL,prime3,1000,"benguet, mountain province",various smallholders,1,2,Specialty Coffee Association,2012,ana gonzales,NULL,,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,0,75.83,0.12,Green,0,2,0,Specialty Coffee Association,2014-05-14,2013-05-14
1098,Myanmar,waylead farms,green beans,"waylead industrial co, ltd.",914,"yauk sauk, shan state","Waylead Co, Ltd",2,2,Specialty Coffee Association,2015,bob mccauley,Other,,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,0,80.25,0.11,Green,1,26,0,Specialty Coffee Association,2016-08-26,2015-08-27
373,Guatemala,conquista / morito,beneficio ixchel,coffee resources inc.,1402,oriente,ConquistaMorito,250,2,Specialty Coffee Association,2012,felipe isaza,Bourbon,,Washed / Wet,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,0,83.5,0,Green,3,12,0,Specialty Coffee Association,2013-01-31,2012-02-01
474,Guatemala,conquista / morito,beneficio ixchel,coffee resources inc.,1402,oriente,Conquista / Morito,250,2,Specialty Coffee Association,2012,felipe isaza,Bourbon,,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,0,83.17,0,Green,0,10,0,Specialty Coffee Association,2013-01-31,2012-02-01
814,Guatemala,conquista / morito,beneficio ixchel,coffee resources inc.,1402,oriente,Conquista/Morito,250,2,Specialty Coffee Association,2012,felipe isaza,Bourbon,,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,0,82,0,Green,0,10,0,Specialty Coffee Association,2013-01-31,2012-02-01
176,Taiwan,tropica galliard,tropica galliard,tropica galliard,1200,"mountain ali, taiwan",Kao Ming Lee,2,2,Specialty Coffee Association,2012,kao ming lee,Typica,,Washed / Wet,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,0,84.42,0.11,Blue-Green,0,0,0,Specialty Coffee Association,2014-07-10,2013-07-10
943,Mexico,various,cafe gourmet de sierra azul sc,globus coffee,1550,siltepec el triunfo,various small producers,280,2,Specialty Coffee Association,2014,kurt kappeli,Typica,,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,0,81.42,0,Green,1,1,0,Specialty Coffee Association,2015-05-01,2014-05-01
1295,Mexico,various,u.c.i.r.i.,upctiz zapoteca s.p.r. de r.l.,1200,sierra alta mixe y zapoteca,various small producers,280,69,Specialty Coffee Association,2014,kurt kappeli,Typica,,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,0,72.92,0,,1,1,0,Specialty Coffee Association,2015-05-08,2014-05-08
1222,Mexico,various,beneficio san fernando,unión de ejidos san fernando,1600,"sierra, chiapas",Various small producers,280,69,Specialty Coffee Association,2014,kurt kappeli,Bourbon,,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,0,78.5,0,Green,0,0,0,Specialty Coffee Association,2015-04-26,2014-04-26
850,Mexico,various,cafe gourmet de sierra azul sc,globus coffee,1550,"siltepec el triunfo, chiapas, mexico",various small producers,280,2,Specialty Coffee Association,2014,kurt kappeli,Typica,,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,0,81.83,0.11,Green,0,0,0,Specialty Coffee Association,2015-04-26,2014-04-26
1302,Mexico,various,f.i.e.c.h.,globus coffee,1000,"sierra norte yajalon, chiapas",various small producers,280,2,Specialty Coffee Association,2014,kurt kappeli,Typica,,Washed / Wet,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,0,70.75,0.12,Green,0,1,0,Specialty Coffee Association,2015-05-05,2014-05-05
1125,Mexico,various,productores de cafes especiales sc,globus coffee,1400,"sierra fraylesca, chiapas",various small producers,280,2,Specialty Coffee Association,2014,kurt kappeli,Typica,,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,0,80,0,Green,0,2,0,Specialty Coffee Association,2015-05-01,2014-05-01
1243,Colombia,NULL,NULL,NULL,NULL,NULL,NULL,202,70,Specialty Coffee Association,,mao-heng chu,NULL,,NULL,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,0,78,0.1,Green,1,3,0,Specialty Coffee Association,2012-11-30,2011-12-01
241,Costa Rica,NULL,"exclusive coffees s.a,",thrive farmers,NULL,NULL,NULL,275,150,Specialty Coffee Association,2017,amanda powers,NULL,,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,0,84,0.08,None,1,13,2,Specialty Coffee Association,2019-01-11,2018-01-11
543,Mexico,fiech (mixed producers),n/a,"tony's coffee and teas, inc.",1300,chiapas,FIECH,275,2,Specialty Coffee Association,2015,andrew bowman,Bourbon,,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,0,82.92,0.12,Bluish-Green,2,8,0,Specialty Coffee Association,2016-06-10,2015-06-11
1260,Peru,"producer group (approx. 1,000 farmers)",n/a,"tony's coffee and teas, inc.",1200,san ignacio,Sol y Cafe,275,2,Specialty Coffee Association,2014,andrew bowman,Caturra,,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,0,77,0,Green,7,9,0,Specialty Coffee Association,2016-06-15,2015-06-16
785,Colombia,NULL,NULL,cafe politico,NULL,NULL,NULL,1,5,Specialty Coffee Association,2013,cafe politico,NULL,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,0,82.08,0.11,Green,1,0,0,Specialty Coffee Association,2015-09-12,2014-09-12
1248,Brazil,NULL,n/a,green mountain coffee,NULL,NULL,n/a,1,5,Specialty Coffee Association,2014,cafe politico,NULL,,Washed / Wet,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,0,77.83,0.11,,0,2,0,Specialty Coffee Association,2015-08-25,2014-08-25
863,Brazil,NULL,NULL,cafe politico,NULL,NULL,NULL,1,5,Specialty Coffee Association,2013,cafe politico,NULL,,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,0,81.75,0.1,Bluish-Green,0,1,0,Specialty Coffee Association,2015-08-25,2014-08-25
458,Colombia,unkown,unkown,green mountain coffee,NULL,NULL,unkown,1,4,Specialty Coffee Association,2014,cafe politico,NULL,,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,0,83.17,0.11,Green,10,3,0,Specialty Coffee Association,2015-08-25,2014-08-25
1194,United States (Puerto Rico),hacienda caracolillo,hacienda alto grande,"hacienda alto grande, llc.",853,yauco region,Hacienda Alto Grande,18,5,Specialty Coffee Association,2013,german negron,Other,,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,0,79.08,0.13,Green,0,0,0,Specialty Coffee Association,2015-06-09,2014-06-09
510,United States (Puerto Rico),hacienda caracolillo,hacienda alto grande,"hacienda alto grande, llc.",853,yauco region,Hacienda Alto Grande,17,5,Specialty Coffee Association,2013,german negron,Other,,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,0,83,0,Bluish-Green,0,0,0,Specialty Coffee Association,2015-06-09,2014-06-09
304,United States (Puerto Rico),hacienda caracolillo,hacienda alto grande,"hacienda alto grande, llc.",853,yauco region,Hacienda Alto Grande,18,5,Specialty Coffee Association,2013,german negron,Other,,Washed / Wet,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,7.75,0,83.75,0.12,Green,0,1,0,Specialty Coffee Association,2015-06-09,2014-06-09
993,United States (Puerto Rico),hacienda caracolillo,hacienda alto grande,"hacienda alto grande, llc.",853,yauco region,Hacienda Alto Grande,18,5,Specialty Coffee Association,2013,german negron,Other,,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,0,81.08,0,Green,0,0,0,Specialty Coffee Association,2015-05-28,2014-05-28
962,Brazil,fazendas klem ltda,dry mill,klem organics coffee,1100,matas de minas        ,NAGIPE VIANA KLEM       ,42,5,Specialty Coffee Association,,klem organics,Catuai,,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,0,81.33,0.11,Green,0,0,0,Specialty Coffee Association,2018-11-15,2017-11-15
735,Brazil,fazendas klem ltda,dry mill,klem organics coffee,1100,brazil matas de minas,NAGIPE VIANA KLEM,1062,5,Specialty Coffee Association,,klem organics,Catuai,,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,0,82.25,0.09,Green,2,10,6,Specialty Coffee Association,2018-11-15,2017-11-15
1213,China,alicia's farm,yunnan louis herbs r&d center,yunnan louis herbs r& d center,1850,yunnan,Yunnan Louis Herbs R&D Center,1,2,Specialty Coffee Association,2013,adam ciruli ye,Typica,,Washed / Wet,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,0,78.67,0,Green,0,5,0,Specialty Coffee Association,2015-04-26,2014-04-26
1083,China,alicia's farm,alicia's farm,yunnan new century tech inc.,1700,yunnan,Alicia's Farm,1,2,Specialty Coffee Association,2013,adam ciruli ye,Other,,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,0,80.42,0.17,Green,0,14,0,Specialty Coffee Association,2015-01-17,2014-01-17
115,Kenya,NULL,NULL,NULL,NULL,NULL,NULL,320,60,Specialty Coffee Association,2009-2010,brian speckman,NULL,,NULL,8,7.67,7.83,8.17,7.92,7.75,10,10,10,7.58,0,84.92,0.06,,1,9,0,Specialty Coffee Association,2011-08-26,2010-08-26
988,Brazil,fazenda são josé mirante,garca armazens,garca armazens,695,alta paulista (sao paulo),José Olavo Boechat,500,60,Specialty Coffee Association,2016,gregorio sebba,Mundo Novo,,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,0,81.08,0.11,Green,5,8,0,Specialty Coffee Association,2018-06-21,2017-06-21
726,Costa Rica,NULL,NULL,"f. gaviña & sons, inc.",NULL,central valley,NULL,275,1,Specialty Coffee Association,2012,michael gavina,NULL,,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,0,82.33,0,Green,0,14,0,Specialty Coffee Association,2013-10-09,2012-10-09
564,Rwanda,gicumbi,coffee business center (cbc) dry mill,bufcoffee ltd,1900,gicumbi,Bufcoffee_Gicumbi,150,60,Specialty Coffee Association,2015,samuel muhirwa,Bourbon,,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,0,82.83,0.11,Bluish-Green,0,0,0,Specialty Coffee Association,2017-03-25,2016-03-25
1238,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,5,100,Specialty Coffee Association,2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,0,78,0.12,Green,2,3,0,Specialty Coffee Association,2015-03-18,2014-03-18
1258,United States (Hawaii),NULL,kona pacific farmers cooperative,kona pacific farmers cooperative,NULL,kona,Kona Pacific Farmers Cooperative,9,2,Specialty Coffee Association,2013,eileen koyanagi,NULL,,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,0,77.25,0.12,Green,1,5,0,Specialty Coffee Association,2015-01-27,2014-01-27
1132,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,12,100,Specialty Coffee Association,2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry,7.5,7,7,6.92,7.33,7.17,10,10,10,7,0,79.92,0.11,Green,1,3,0,Specialty Coffee Association,2015-05-12,2014-05-12
1019,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,7,100,Specialty Coffee Association,2014,eileen koyanagi,Hawaiian Kona,,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,0,80.92,0.1,Bluish-Green,2,5,0,Specialty Coffee Association,2016-01-13,2015-01-13
